RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,Restorative.Sleep..hours.,PPC,MPC,EB,OR,MS,LA,NES,OS,RSI,Week.Trimp.Total,Daily.Average,Weekly.SD,Monotony,Strain,RT.Volume.Load,RSI_Level
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
49,137,72,62,5.64,5.24,8.49,93,5,10.08,4,1.79,1.56,1.89,0.4,0.7,54,12.1875,5.24,3.35,2.3,3.3,2.3,2.2,2.7,2.7,3,2.9,0.296,1796.7,616.8333333,77.49095507,9.252351041,16222.35448,6433.76,0
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
63,107,62,90,8.47,7.29,8.07,86,18,0,3,0.68,1.31,5.31,1.19,0,33,17.2852,7.29,1.99,3.4,3.4,2.8,3.1,2.3,2.1,4.1,3.2,0.351,0,187.7333333,15.71206112,6.171097008,2640.678741,5806.29,1
64,67,40,100,13.17,8.92,7.21,68,27,0,9,1.81,1.8,5.31,4.26,0.79,27,16.7578,10.25,3.61,2.1,2.3,2.4,2.2,1.8,2.1,3.2,3.4,0.301,167.5,218.9333333,10.46518036,8.885227131,6947.111042,5837.29,0
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
51,157,76,65,6.31,5.54,8.58,88,6,0,6,2,0.98,2.56,0.77,0.74,85,16.2891,5.54,2.98,2.2,3.6,2.9,2,3.6,3.5,2,3.3,0.384,2166.1,661.8833333,78.51678641,6.267187193,17055.15038,6219.09,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
57,60,86,80,7.91,7.03,8.74,89,10,5.27,5,1.94,1.35,3.74,0.89,0.69,59,15.293,7.03,3.29,2,2,2.5,2.2,1.4,1.8,2.9,1.4,0.279,0,271.0333333,4.407391732,9.978112859,9310.249623,5851.78,0
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
81,22,16,90,8.87,7.29,8.06,82,21,0,7,2.22,2.06,3.01,1.59,0,30,17.8125,7.29,4.28,1.9,2.3,2.1,2.3,3.2,4.2,3.9,4,0.295,683.6,557.7166667,31.83525322,7.767123919,7264.798872,4762.62,0
61,114,68,65,7.01,6.28,9.72,90,16,0,7,2.27,0.79,3.21,0.73,1.48,80,14.6484,6.28,3.06,5.9,6,6,5.4,1.7,1.2,1,1,0.37,14,135.2,52.65931547,4.214305284,6017.572948,5747.34,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
61,37,28,100,10.13,8.81,8.67,87,20,0,8,2.48,2.01,4.33,1.33,0.92,75,16.7578,8.81,4.49,2.1,2.6,2.2,2.5,3.6,2.6,3.3,3.6,0.36,706.1,610.2916667,34.47294354,7.847792127,9594.099987,5909.37,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
46,133,72,64,6.21,5.95,9.26,96,5,0,4,2.08,2.11,1.76,0.27,1.47,65,11.8945,5.95,4.19,4,3,4,5,3,3,3,3,0.32,486,171.45,61.08285983,5.135081522,3724.65525,6603.59,1
55,127,96,82,7.89,7.29,8.85,92,10.4,12.02,5,3.47,1.49,2.33,0.62,1.23,39,17.3633,7.29,4.96,6,5,4,4,4,2,1,3,0.45,221.5,113.5833333,24.05091707,4.999030419,2173.190652,7056.66,3
72,79,32,71,6.1,5.38,7.55,88,19,0,4,1.43,1.02,2.92,0.73,0.5,49,16.9922,7.29,2.45,6,6,6,3,4,2,1.6,2,0.33,189,127.125,37.89336957,6.379922689,2840.375878,4903.72,1
46,107,91,100,5.82,5.5,5.51,94,6,3.36,2,0.84,1.04,3.62,0.33,0,19,14.1211,7.72,1.88,2,3.2,2.3,2,1.9,2.4,2.5,1.5,0.27,0,221.9166667,11.74963741,11.53165461,5266.597359,6281.96,0
57,91.5,65.5,72.6,8.081,7.278,9.993,88.9,14,9.444,6.2,2.502,1.8,2.926,0.911,1.53,70.6,16.01416,7.283,3.76,6,6,6,4,2,2,3,1,0.48,0,147.65,27.93821239,4.988804023,2326.223206,8187.25,3
55.6,100.2,73.5,76,7.932,7.192,9.372,89.8,14,0.478,6.6,2.588,1.599,2.994,0.803,1.415,73.9,16.65381,7.231,3.578,4,3,5,4,2,3,2,3,0.37,145,132.15,55.30600903,4.433050592,4615.038446,7094.6,2
47,86,27,82,7.87,7.46,9.12,95,11,0,3,2.13,1.45,3.88,0.42,1.34,72,15.4102,7.46,3.58,5,5,3,4,3,3,2,2,0.469,324.7,119.7833333,56.93731254,4.70036915,2858.416801,7560.81,3
57,95,97,100,9.95,9.06,8.38,91,24,0,6,3.41,1.9,3.74,0.9,0.62,58,17.8125,9.06,5.31,3,3,4,2,3,3,2,4,0.32,353.7,139.7583333,50.79507424,5.830087657,3546.451434,6651.54,1
52,30,37,74,6.86,6.28,8.48,91,13,4.79,7,1.89,1.63,2.76,0.59,0.77,67,14.7656,6.28,3.52,2,4,5,2,1,1,2,5,0.55,38.8,212.15,24.27369281,7.670933418,6384.658433,7587.59,3
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53.4,125.6,70.7,77.4,8.026,7.18,9.475,89,13,0.717,5.4,2.16,1.458,3.489,0.892,1.25,74.4,15.92431,7.181,3.184,3,3,3,3,3,2.2,3,3,0.4,162.7,161.35,51.83999647,5.419731356,6059.086031,6943.26,2
69,41,23,35,3.17,2.93,8.34,93,4,1.91,1,0.87,0.6,1.46,0.24,0.5,38,17.1777,2.93,1.47,3,3,2,3,3,3,3,3,0.394,231,123.6916667,10.80148309,7.421592129,4176.647194,5023.23,2
59,112,66,66,6.79,6.27,9.52,92,10,5.29,5,3.17,1.44,1.66,0.53,1.34,87,14.4141,6.27,4.61,4,3,5,2,3,5,3,1,0.37,1981,651.9833333,77.8170217,8.422054555,18692.98861,6296.15,2
73,37,62,81,7.72,6.97,8.63,90,15,1.43,7,2.72,1.78,2.47,0.76,0.99,80,16.8164,6.97,4.5,2,3.3,2,1,6,5,2,3,0.355,3196.8,786.5666667,145.2900791,6.132662798,18336.23735,6043.82,1
58,137,85,100,8.87,8.5,8.17,96,8.2,0,6,1.46,0.8,6.23,0.38,0,46,17.8711,8.5,2.26,4,4,1,3,4,3,6,4,0.32,373,158.5666667,56.25750976,6.040368202,3253.144925,7023.66,1
55,68,51,65,5.35,5.05,7.74,94,6,0,2,1.81,0.79,2.45,0.31,0,74,16.6406,5.05,2.6,3,3,4,3,3,3,2,3,0.36,286.2,208.75,58.10275155,4.947151432,5825.542565,6132.51,2
61.6,90,64.8,76.1,8.146,7.257,9.571,89,14.5,0.287,6,2.18,1.441,3.631,0.909,1.319,74.4,16.66503,7.256,3.239,3,3.2,2.5,3,3.2,2.3,3,4.3,0.39,234.7,173.275,54.31831352,5.651646323,6322.644386,6306.63,2
49,133,73,75,6.58,6.41,8.5,97,4,0,5,1.92,1.8,2.69,0.18,1.39,57,12.1289,7.63,3.72,4,3,4,5,3,3,3,3,0.309,419.5,106.4583333,47.14389391,5.460403023,2864.713253,4849.72,0
58,108,82,83,6.27,5.77,6.94,92,12,0,4,0.84,1.08,3.85,0.51,0.88,40,17.8125,8.03,1.92,6,5,4,4,4,2,1,3,0.356,225.8,185.4666667,17.08914763,5.773922234,2637.271081,6315.62,1
58.1,98.9,78.6,71.1,7.977,7.249,10.124,89.9,17.1,0,6.5,2.39,1.473,3.374,0.796,1.685,66.3,16.51367,7.287,3.342,6,6,6,3,4,2,1.8,2,0.388,152.7,128.7,55.73882604,5.067470318,3783.921289,7367.34,2
60,75,50,89,8.99,7.83,8.78,87,21,2.87,9,2.67,1.66,3.5,1.17,0,38,15.8447,7.83,4.33,2,2,3,2,1.8,1.8,3.2,1.2,0.254,0,202.0333333,23.73362834,7.517190604,5978.755237,6117.97,0
59,43,53,57,5.86,4.66,8.15,79,23,2.4,2,1.35,1.32,1.99,1.22,0.44,52.9,14.4727,4.66,2.67,6,6,6,4,2,2,3,1,0.333,0,203.55,37.97663202,5.548514705,2928.257545,5149.57,1
54,147,89,59,5.98,5.72,9.66,96,4.9,0,5,1.59,0.51,3.63,0.27,1.38,40,17.0508,5.72,2.1,4,3,5,4,2,3,2,3,0.377,128.5,122.2916667,53.24814255,5.20437536,3445.115011,6341.08,2
60,104,37,90,8.74,8.22,9.16,94,11,0,7,3.18,1.78,3.26,0.52,0.69,78,16.4648,8.22,4.96,5,5,3,4,3,3,2,2,0.365,3446.3,863.1,269.3104726,3.03625574,10420.61188,6732.29,2
68,44,32,89,8.18,7.67,8.66,94,14,1.44,6,1.81,1.83,4.03,0.52,0,76,17.6367,7.67,3.64,3,3,4,2,3.6,3,2,4,0.39,309.9,137.1583333,12.0067721,8.802392365,8467.045737,5463.41,2
53,40,48,76,7.85,7.14,9.46,91,11,0,7,2.07,1.58,3.5,0.72,1,69,15.4932,7.14,3.65,2,4,5,2,1,1,2,5,0.497,32,255.35,12.30365799,8.570849279,8920.0187,8179.9,3
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
72,27,21,61,6.46,5.31,8.77,82,15,2.39,4,0.78,1.2,3.33,1.17,0.45,51.7,18.3984,5.31,1.98,3,3,3,3,3,2.3,3,3,0.318,193,155.6416667,10.59255854,6.119127377,2783.265548,5370.56,0
64,76,67,68,5.52,5.21,7.62,94,7,0,5,2.02,0.84,2.36,0.32,2.51,43,16.7578,7.89,2.86,3,3.1,2,3,3,3,3,3,0.329,257,123.9416667,56.80842164,5.466988834,3439.028928,5660.18,1
63,91,39,67,7.77,6.64,9.87,85,23,4.36,5,2.65,1.45,2.55,1.14,1.3,89,15.1001,6.64,4.1,4,3,5,2,3,5,3,1,0.359,3154.5,845.7716667,241.8155957,3.861919515,14944.46025,6296.29,1
77,32,47,72,7.42,6.85,9.5,92,9,0,6,2.8,1.5,2.54,0.58,0.93,64,16.7578,6.85,4.3,2,2.9,2,1,6,5,2,3,0.337,2120.1,717.425,68.52179941,11.92295446,24415.98004,5846.36,1
59,103,54,74,6.85,6.34,8.59,92,10.9,0,3,1.26,1.25,3.83,0.52,0,57,18.0273,6.34,2.51,4,4,1,3,4,3,6,4,0.334,277,118.5666667,55.80115295,5.376918036,3166.767247,5863.31,1
57,80,73,70,7.13,6.78,9.72,95,8,0,5,2.12,0.96,3.69,0.36,1.34,73,16.1719,6.78,3.08,3,3,4,3,3,3,2,3,0.376,246.5,147.1,56.80842164,5.568816894,7287.008961,6617.67,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
48,142,81,57,5.51,5.39,9.46,98,4.5,0,3,2.28,1.29,1.82,0.12,1.24,54,12.1875,5.39,3.57,4,3,4,5,3,3,3,3,0.315,247.7,135.875,61.37249859,4.907786756,3102.879436,6669.22,0
54.9,115.1,66.7,78,8.185,7.348,9.577,90,12.9,0.526,7,2.077,1.443,3.836,0.847,1.418,68.6,16.4204,7.351,3.221,6,5,4,4,4,2,1,3,0.423,196.2,131.95,55.4914942,4.649392507,2871.214348,7578.97,3
58.1,98.9,78.6,71.1,7.977,7.249,10.124,89.9,17.1,0,6.5,2.39,1.473,3.374,0.796,1.685,66.3,16.51367,7.287,3.342,6,6,6,3,4,2,1.8,2,0.388,152.7,128.7,55.73882604,5.067470318,3783.921289,7367.34,2
52,100,83,100,14.23,10.66,8.83,75,26,9.18,8,3.15,1.7,5.81,3.59,0.54,35,15.5859,10.66,4.85,2,2.9,2.6,2,2.8,2.2,2.2,1.8,0.311,1750.6,686.9416667,74.25514102,11.52013747,16050.48521,6150.7,0
58,34,28,32,3.96,3.29,10.29,83,13,5.29,2,0.76,0.74,1.79,0.67,1.65,50.7,14.4141,3.29,1.5,6,6,6,4,2,2,3,1,0.374,0,173.25,45.61020771,6.059303135,2558.443576,5434.85,2
66,86,48,48,4.93,4.73,9.86,96,4.5,0,4,1.62,0.68,2.43,0.2,1.57,44,18.75,4.73,2.3,4,3,5,4,2,3,2,3,0.351,128.5,128.625,47.06859593,5.736715631,3053.975758,5317.55,1
58,140,67,84,9.93,7.45,8.89,75,15,0,8,2.53,1.09,3.83,2.49,0.49,75,15.7617,7.45,3.62,5,5,3,4,3,3,2,2,0.38,305.7,143.375,50.67015543,6.516480662,9088.187901,5787.95,2
63,74,76,100,12.85,10.29,7.74,80,19,0,13,3.68,2.19,4.42,2.58,0.42,47,17.8711,11.35,5.87,3,3,4,2,3,3,2,4,0.351,372.5,149.0333333,21.47282859,6.697529872,4489.069526,4666.63,1
50,91,75,39,3.85,3.6,9.35,93,4,0,2,1.08,0.64,1.88,0.26,0.92,66,14.7412,3.6,1.72,2,4,5,2,1,1,2,5,0.538,143.5,269.4,41.94561537,8.564311885,9508.68483,8177.09,3
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
58,105,80,79,10.52,7.7,9.76,73,29,0.95,6,1.28,1.46,4.95,2.84,1.5,44.3,17.6367,7.7,2.74,3,3,3,3,3,2.8,3,3,0.334,260.8,263.525,83.09795978,6.171560061,4416.701715,6396.17,1
70,50,37,46,3.05,2.81,6.06,92,4.3,2.88,2,0.65,0.49,1.67,0.24,1.24,26,17.1094,5.91,1.14,3,3.1,2,3,3,3,3,3,0.39,218.2,123.9833333,3.759330785,6.594258591,4040.105842,3699.89,2
70,54,8,42,5.03,4.14,9.74,82,12,0,3,1.29,1.07,1.78,0.9,1.26,67,16.0547,4.14,2.36,4,3,5,2,3,5,3,1,0.378,1930.4,676.6916667,66.003244,8.32451243,16380.87707,5882.16,2
80,29,22,41,4.33,3.75,9.09,87,13,0,4,1.23,0.88,1.65,0.58,1.06,67,18.1641,3.75,2.11,2,3,2,1,6,5,2,3,0.375,2283,659.525,75.23783299,10.26086386,22343.11996,6400.62,2
60,90,30,29,3.02,2.67,9.28,88,5.4,0,1,0.63,0.54,1.5,0.35,0.99,59,18.6328,2.67,1.17,4,4,1,3,4,3,6,4,0.364,247.5,174.65,6.871037082,6.487139915,2719.063659,5822.23,2
65,41,34,96,10.07,8.82,9.18,88,22,0,4,2.44,1.81,4.57,1.26,1.15,68,16.4062,8.82,4.25,3,3,4,3,3,3,2,3,0.374,344,159.6916667,50.038096,6.047027489,3670.173314,5492.41,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
45,144,90,83,7.35,5.79,7,79,12,2.87,5,1.98,1.68,2.13,1.58,1.66,59,12.4219,8.35,3.66,4,3,4,5,3,3,3,3,0.32,317.2,128.5,52.3155174,4.128838526,3007.256443,6857.82,1
54.9,115.1,66.7,78,8.185,7.348,9.577,90,12.9,0.526,7,2.077,1.443,3.836,0.847,1.418,68.6,16.4204,7.351,3.221,6,5,4,4,4,2,1,3,0.423,196.2,131.95,55.4914942,4.649392507,2871.214348,7578.97,3
58.1,98.9,78.6,71.1,7.977,7.249,10.124,89.9,17.1,0,6.5,2.39,1.473,3.374,0.796,1.685,66.3,16.51367,7.287,3.342,6,6,6,3,4,2,1.8,2,0.388,152.7,128.7,55.73882604,5.067470318,3783.921289,7367.34,2
53,98,76,80,8.78,6.44,8.04,73,15,14.44,6,2.64,1.58,2.22,2.35,0,47,15.2344,6.44,4.22,2,2.7,2.3,2,1.6,2.2,2.6,1.6,0.288,0,270.6,43.6809844,7.277000534,5945.068715,6213.62,0
55,49,76,96,10.62,7.37,7.72,69,33,9.16,11,2.54,1.71,3.12,3.26,2.61,39.9,14.1211,10.21,4.25,6,6,6,4,2,2,3,1,0.32,0,118,16.40249899,7.308826098,6311.346465,5531.42,1
64,80,57,100,9.29,7.3,6.5,79,14,0,3,2.86,1.36,3.08,2,2,46,18.0469,10.85,4.22,4,3,5,4,2,3,2,3,0.334,117.5,115.5833333,40.26998623,4.729794171,2634.984643,5240.27,1
56,139,66,84,9.18,7.3,8.64,80,8,0,5,2.11,1.01,4.18,1.89,0.79,85,15.6445,7.3,3.12,5,5,3,4,3,3,2,2,0.393,273,139.625,56.80044672,6.51785466,8828.57052,5749.85,2
60,66,62,58,5.11,4.63,8.03,91,6.4,13.92,2,1.53,0.76,2.33,0.49,0,66,18.0469,4.63,2.29,3,3,4,2,4,3,2,4,0.365,2272.4,622.275,85.89365204,7.654424908,15598.46101,6723,2
54,37,37,65,6.97,5.34,8.15,77,10,0,4,1.19,1.52,2.63,1.64,2.34,61,16.3477,7.63,2.71,2,4,5,2,1,1,2,5,0.328,68.5,231.2,9.840449103,8.436370279,6951.91861,6682.69,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
53,134,97,90,10.22,7.96,8.82,78,27,0,1,0.39,1.44,6.13,2.28,1.04,61.6,17.6123,7.96,1.83,3,3,3,3,3,2.7,3,3,0.342,254.8,225.8666667,17.40411333,5.725406457,2754.262808,6670.45,1
78,25,16,51,6.9,5.2,10.13,75,12,0,3,1.67,1.58,1.95,1.7,2.09,37,17.6562,5.2,3.25,3,3.1,2,3,3,3,3,3,0.341,213.1,176.775,41.2279434,5.859267729,3114.243539,5224.64,1
71,54,14,46,4.23,3.65,7.92,86,8,0,4,0.85,0.93,1.88,0.59,2.22,42,15.6299,6.29,1.78,4,3,5,2,3,5,3,1,0.351,1987.7,672.975,61.27330277,9.232726716,17241.8182,6024.05,1
84,23,29,100,9.21,6.95,6.69,75,12,2.88,5,2.5,1.72,2.73,2.27,2.24,62,17.8857,10.39,4.22,2,2.3,2,1,6,5,2,3,0.324,346.1,231.4166667,10.34708869,8.408235791,6370.170699,4498.46,1
63,92,37,43,3.73,3.47,8.17,93,4.7,0,2,1.07,0.97,1.43,0.26,2.71,45,18.1055,6.03,2.04,4,4,1,3,4,3,6,4,0.364,4147,760.3416667,183.4905418,4.62303585,20418.04348,6768.33,2
58,73,48,25,2.3,1.98,7.92,86,3,0,1,0.39,0.39,1.2,0.32,0.2,72,16.9922,1.98,0.78,3,3,4,3,3,3,2,3,0.379,298.7,230.35,57.5517581,4.844539748,4390.392228,6208.29,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
51,124,46,52,3.89,3.67,7.07,94,4,0,1,1.05,1.13,1.49,0.23,0.85,48,12.9492,5.76,2.18,4,3,4,5,3,3,3,3,0.328,233.5,108.0833333,42.23331588,5.825790711,2877.520367,4697.77,1
54.9,115.1,66.7,78,8.185,7.348,9.577,90,12.9,0.526,7,2.077,1.443,3.836,0.847,1.418,68.6,16.4204,7.351,3.221,6,5,4,4,4,2,1,3,0.423,196.2,131.95,55.4914942,4.649392507,2871.214348,7578.97,3
67,72,36,90,10.34,8.93,9.92,86,9,0,8,3.4,1.4,4.13,1.43,1.12,70,17.2852,8.93,4.8,6,6,6,3,4,2,1.8,2,0.382,276,119.25,57.69648884,5.101572524,4881.455302,6379.92,2
67,47,22,68,7.15,5.39,7.95,75,12,12.05,3,1.31,1.12,2.96,1.78,0.77,49,15.3516,6.78,2.43,2,2.3,2.8,2,3.4,2,2.7,3.8,0.315,195,198.6166667,1.638010441,8.924145158,6258.042789,5406.78,0
56,46,68,78,8.9,6.71,8.63,75,19,5.8,4,2.35,1.66,2.71,2.2,0.2,63,14.4531,6.71,4.01,6,6,6,4,2,2,3,1,0.336,0,135.5,50.95979419,5.064259031,3223.93329,5392.27,1
67,65,33,53,4.65,4.44,8.37,95,5.2,9.15,3,1.92,0.71,1.81,0.22,0,36,17.5977,4.44,2.63,4,3,5,4,2,3,2,3,0.321,3582.8,724.0416667,87.24684084,11.33926368,30443.99278,5909.65,1
58,132,59,69,8.95,6.5,9.48,73,16,2.87,6,2.97,1.2,2.32,2.46,0.79,73,15.5859,6.5,4.17,5,5,3,4,3,3,2,2,0.365,260.4,154.625,53.2118854,4.087424045,4754.045998,5360.77,2
59,73,79,93,9.18,6.82,7.36,74,14,1.91,6,1.8,1.62,3.39,2.38,1.62,67,17.6367,9.57,3.42,3,3,4,2,3.9,3,2,4,0.37,283.8,138.9833333,53.09602886,6.149126132,3829.112997,6801.08,2
53,45,53,70,8.82,7.06,10.07,80,7,11.05,6,2.49,2.38,2.19,1.77,1.34,69,16.2305,7.06,4.87,2,4,5,2,1,1,2,5,0.37,3411.3,848.0011904,83.57146837,11.47925743,29207.5975,7168.42,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
57.9,71.1,69.5,76.9,8.011,7.18,9.439,89,13.3,0.239,6.3,2.523,1.5,3.132,0.883,1.389,65.4,17.29785,7.18,3.301,3,3,3,3,3,3,3,3,0.354,256.9,162.6,53.63144698,5.552293345,3776.598682,6462.1,1
70,53,49,62,6.49,4.67,7.48,72,9,2.39,3,1.3,0.94,2.43,1.83,1.9,48,17.4609,7.05,2.24,3,2.9,2,3,3,3,3,3,0.325,254.5,154.3166667,12.08594014,7.037209696,2787.964243,5534.51,1
72,52,16,49,4.55,3.7,7.6,81,13,5.8,2,0.57,0.81,2.32,0.85,2.07,65,15.4102,6.67,1.38,4,3,5,2,3,5,3,1,0.375,1981.4,697.2083333,68.75874595,10.15596993,24743.86626,5989.2,2
51.8,129.8,64.6,82.6,8,7.204,8.494,89.8,15.9,5.292,6.7,2.5,1.617,3.109,0.822,0.716,71.3,16.19849,7.212,3.274,2,4.3,2,1,6,5,2,3,0.389,1376.8,599.85,70.52636146,6.990380707,9030.836178,6568.61,2
62,86,30,32,3.6,3.37,10.52,94,4.2,0,1,0.67,0.84,1.87,0.23,2.18,58,18.3984,3.37,1.51,4,4,1,3,4,3,6,4,0.357,472.5,264.8,108.2185051,3.613784391,1498.538682,6312.64,1
73,23,15,68,7.11,6.37,9.34,90,12,0,5,1.62,1.57,3.18,0.75,2.87,68,15.8936,8.66,3.19,3,3,4,3,3,3,2,3,0.388,236.7,148.65,49.43721882,5.877863319,3239.418615,5738.05,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
61,72,27,86,9.13,8.59,10.03,94,4,0,5,2.62,2.54,3.43,0.55,1.86,38,12.4805,8.59,5.16,4,3,4,5,3,3,3,3,0.321,345.2,123.2,46.37867785,4.322620387,2776.516014,5312.64,1
54.9,115.1,66.7,78,8.185,7.348,9.577,90,12.9,0.526,7,2.077,1.443,3.836,0.847,1.418,68.6,16.4204,7.351,3.221,6,5,4,4,4,2,1,3,0.423,196.2,131.95,55.4914942,4.649392507,2871.214348,7578.97,3
75,60,27,94,10.2,8.88,9.47,87,20,1.43,6,1.61,1.17,6.11,1.33,0.5,45,17.6172,8.88,2.78,6,6,6,3,4,2,1.4,2,0.326,3439.1,833.475,196.0212579,4.294008136,15485.34879,5877.02,1
55,103,86,76,6.86,6.56,8.58,96,7.7,1.43,5,2.66,1.69,2.21,0.31,1.23,46,13.6523,7.56,4.35,2,3.2,3.8,2,1.5,2,3.5,2.8,0.294,0,257.9833333,47.00039841,8.549508621,8190.551136,6811.33,0
56,47,58,46,5.19,4.35,9.42,84,15,5.27,4,1.4,0.72,2.22,0.85,1.09,66,14.2529,4.35,2.12,6,6,6,4,2,2,3,1,0.371,0,167.25,33.06605399,5.223433509,4462.469518,5832.08,2
64,82,57,85,8.7,8.45,9.95,97,5.9,0,6,3.43,1.46,3.56,0.27,1.81,58,17.6953,8.45,4.89,4,3,5,4,2,3,2,3,0.344,133.5,116.25,54.84577332,4.637404473,3081.989702,5688.06,1
59,119,55,95,9.7,9.19,9.63,95,12.3,0,9,1.91,0.92,6.35,0.52,1.19,84,15.4102,9.19,2.83,5,5,3,4,3,3,2,2,0.376,2506.5,596.5083333,141.8793684,3.928363338,11940.33908,6311.14,2
